test_id,activity,type,acc_avg,x_avg,y_avg,z_avg,acc_std,x_std,y_std,z_std,acc_max,x_max,y_max,z_max,acc_min,x_min,y_min,z_min,jerk_avg,jerk_x_avg,jerk_y_avg,jerk_z_avg,jerk_std,jerk_x_std,jerk_y_std,jerk_z_std,jerk_max,jerk_x_max,jerk_y_max,jerk_z_max,jerk_min,jerk_x_min,jerk_y_min,jerk_z_min,fall
25,walking,ADL,10.0310257093,-0.792143336627,-9.84493404049,0.52517367349,2.10081221668,0.805811740869,2.03100656588,1.57811686634,16.2820558589,0.827051244,-5.185552016,3.433130505,5.20401102352,-2.541149021,-16.27053936,-3.831134918,-0.0386988709373,0.01656675872,0.03648228798,0.02214934148,1.53342296627,0.620915424002,1.49387391403,0.72305557695,5.04411742067,1.6696124,4.552959818,1.985864512,-4.46034355493,-1.457174462,-5.17144508,-2.118268663,0
26,walking,ADL,10.0121722449,-0.765004411059,-9.82977143418,0.412865911353,2.31325146477,0.870486577458,2.22275713641,1.60421404625,16.7871760908,1.449677445,-4.813046657,3.830549979,4.81727252162,-3.138812794,-16.72038963,-3.669797841,0.0344849128379,-0.00834012408,-0.03483771724,0.00575775564,1.65383545626,0.650761962815,1.60080752515,0.782774552444,4.34956384274,2.606714389,5.84863513,2.912219436,-5.84723843675,-1.182264861,-4.46310077,-1.817011219,0
27,walking,ADL,10.0545554091,-0.919848348922,-9.85709773441,0.115089836824,1.96556686638,1.10364798864,1.88993018818,1.48572104451,16.7720962722,0.845190616,-5.675067911,3.418403344,5.68611802505,-3.95668563,-16.63989673,-3.763891017,0.0321096485315,-0.00349949644,-0.03202875804,-0.00014515926,1.51541895401,0.688988231142,1.4959806245,0.823105939216,5.37884388928,1.707602673,6.0352506,2.128749667,-5.84124325525,-1.957629923,-5.58476712,-2.549350318,0
28,walking,ADL,10.0472841383,-0.750113192471,-9.84584229684,0.370650256333,1.71941103912,0.82778889844,1.64755897962,1.71175086058,15.848380001,0.638880442,-7.175491976,3.770302603,7.20529992015,-2.585278978,-15.75308169,-4.050883135,0.00366495138789,0.00741605952,-0.00530897032,0.02351518204,1.25065906643,0.620376280997,1.23651031764,0.836913929266,4.44390784326,1.438611906,4.10765038,2.481886118,-4.10309732758,-1.274281784,-4.850466029,-1.804952508,0
29,walking,ADL,10.0791655614,-0.998744397098,-9.88781820963,0.304967486549,1.8400495153,0.973127165692,1.75623655098,1.46259205625,16.6454656468,1.23684998,-6.08866736,2.856165328,6.2162746658,-2.918370887,-16.58246453,-4.051122326,-0.0336511877571,0.04461854922,0.0282850254,0.01098864426,1.36585841831,0.68389376207,1.32831466661,0.732464685061,4.80051048805,1.436814826,4.07758007,1.881845254,-3.98177574552,-1.906807268,-4.963980461,-2.363901328,0
30,walking,ADL,10.0971980172,-0.859064108784,-9.87819757584,0.370227241314,2.05380086002,0.873437193097,2.00280848314,1.73594813914,16.9243491713,1.402304882,-5.942301074,3.544587443,6.00968050584,-2.235551569,-16.89738016,-4.495717853,-0.0263797152549,0.01451617496,0.0234727834,0.02469222236,1.49020388413,0.64793654553,1.47059502776,0.84153701098,5.86485097427,1.557414393,4.68101135,3.119532589,-4.58525606563,-1.433325595,-5.96332324,-2.195299737,0
31,walking,ADL,10.0585527854,-0.880738452941,-9.88759304294,0.486512526471,1.79457445026,0.734224290167,1.7398717187,1.44906994681,16.3178740409,0.57540345,-6.552763024,3.352132924,6.60710114836,-2.448913159,-16.24526679,-2.996951206,0.00940918309881,0.02205708722,-0.01148962068,0.00409510232,1.27532202237,0.508436679629,1.26705559018,0.602659498507,3.1982724888,1.077263124,4.580648009,1.303731558,-4.55827109242,-1.070663139,-3.35032513,-1.642554415,0
32,walking,ADL,10.0820472833,-0.879575011549,-9.87823323955,0.235673601235,1.83051599902,1.13110635503,1.71423436918,1.56094805448,16.3689299823,1.103056113,-7.082649697,3.677252138,7.08981194409,-3.805258778,-16.2695734,-3.268946157,0.0249596966642,-0.02780036988,-0.02327921876,0.01411822586,1.45580247418,0.878252981759,1.41241519208,0.853694239471,4.9114053187,2.036049578,5.45337033,2.519137441,-5.22604840745,-1.771543515,-5.248488117,-2.142937183,0
33,walking,ADL,10.0544201846,-0.94748379202,-9.88830307396,0.190570983098,1.77136155624,0.882652152949,1.69159373608,1.38690951271,16.7075074924,0.366685961,-7.38282009,3.451272857,7.42698083707,-3.53458811,-16.60135775,-3.435828694,0.0350504553433,-0.02353928812,-0.03402872308,-0.00646616768,1.41176852193,0.615705544186,1.36631192556,0.720533056186,5.24449101824,1.444032642,4.069036146,2.020430761,-4.02554304836,-1.148015587,-5.25026106,-2.634519385,0
34,walking,ADL,10.0077641476,-0.916425482804,-9.84169790967,0.388045214941,1.76424841245,0.712797572457,1.6956295642,1.44269241767,16.3353791618,0.691262449,-7.453106491,4.289155125,7.64399161784,-3.226463276,-16.27714609,-2.094839218,0.0236427991963,-0.01228720206,-0.0229989601,-0.015391566,1.47315674555,0.521646860511,1.44198173281,0.627257777656,6.07837899086,1.044956695,5.159529977,1.149894508,-5.03958545331,-1.600245053,-6.17216355,-2.145104847,0
35,walking,ADL,10.0783950545,-0.936640443118,-9.85781456349,0.386966027608,1.92611968631,1.02724949107,1.8387830233,1.64665825817,17.8802436433,1.756813633,-6.627018774,3.82589745,6.93153912975,-3.12895242,-17.71627585,-4.674426281,-0.0174800419496,0.02260159496,0.0143391258,0.02915820782,1.53724840845,0.733260545793,1.48878535896,0.921822757187,5.00608617459,2.081280553,4.677644547,2.876515739,-4.7592475348,-1.866143853,-5.184335335,-2.421921378,0
36,walking,ADL,10.0790291821,-0.694212904216,-9.95944442698,0.250319656353,1.53875482303,0.97827786616,1.53335017251,0.973814475065,14.7884004899,1.753782731,-7.440223765,2.560974725,7.57129167342,-2.543217878,-14.70591607,-2.304098214,0.0185383763988,-0.04398442716,-0.01245334184,0.03004561562,0.723878501689,0.49169829513,0.71023719252,0.558806395094,1.81127604507,1.647647248,1.63985716,1.693492737,-1.68042196188,-0.872887959,-1.75765986,-1.252341858,0
37,walking,ADL,10.096366292,-0.77482635302,-9.89873189806,0.297609320588,2.21773184634,0.87989443198,2.17551323622,1.65508617788,17.482633819,1.2268487,-5.046855357,3.095405213,5.20538422586,-2.664625924,-17.48163428,-4.175180334,-0.0432632709481,0.00396184956,0.0414094044,0.02497555516,1.53626877559,0.650708786123,1.52833889153,0.802082849104,4.80040467405,1.275765552,4.680891826,2.598585808,-4.71607825674,-1.855755864,-5.06399373,-1.972698019,0
38,walking,ADL,10.1023846208,-0.604332693157,-9.84842386437,0.294412331706,2.33388784592,1.1253199964,2.33144727758,1.85799980607,17.883683778,3.434632847,-4.758523125,4.19936005,5.45915936743,-2.3369403,-17.75989105,-3.420407775,0.0195703366754,-0.03999864106,-0.02116317806,-0.0024152719,1.54492768607,0.700723778894,1.55411998224,0.61594605113,3.79803467086,1.860976638,4.608809597,1.729747227,-4.94675381751,-2.259331936,-4.16362342,-1.662429315,0
39,walking,ADL,10.2115887539,-0.783119268314,-10.1084080528,-0.0263494306471,1.37910949011,1.01374555825,1.32755927604,0.790040482224,14.7695543471,2.297903601,-8.129423238,1.74134029,8.15214038108,-2.449700943,-14.5183122,-2.531983223,-0.0250663608861,0.01198068248,0.02490832354,0.06447470014,0.71062397636,0.640293074791,0.67330726633,0.589911545949,1.83259586148,1.79031227,1.95524669,2.126617534,-1.84235883843,-1.568712749,-1.683717421,-1.266798863,0
40,walking,ADL,10.1145284398,-1.26259692845,-9.87316008667,0.0571478331373,1.2744008025,1.30880870361,1.17824864245,1.34698384354,15.2338772848,1.42341112,-8.008347,2.12292136,8.0235675113,-4.885108836,-15.16664465,-4.378628348,-0.00243264207904,0.01695431792,0.0007170882,0.00214325134,0.965029462209,0.826719634951,0.892599951667,0.982437533742,3.58899579115,2.653454273,3.59248327,3.992813796,-3.53939971067,-1.991819297,-3.68938353,-2.202222672,0
41,walking,ADL,10.5453863673,-0.681400075392,-10.1756129455,-0.0074841575098,3.11193631223,2.41456384527,2.86758706827,1.72413469648,18.9261989734,5.407926074,-5.813758846,3.110148628,6.12605119951,-6.649717053,-17.1374833,-5.400795703,0.0617223493013,-0.02522233798,-0.05687485242,0.01678777808,1.79671799085,1.58926183676,1.60381373878,1.48278787769,7.25719695204,6.24102418,2.77656268,4.696299631,-4.12938181363,-2.394654627,-6.734879227,-3.301855562,0
42,walking,ADL,9.93747798269,-0.977925247431,-9.71492510245,0.0141321380196,2.3226644912,1.02274993364,2.31072392004,1.57949754941,18.257055593,1.240269927,-4.769061388,2.518794996,5.06192504931,-2.874700233,-18.16664099,-3.806983489,-0.00732971916664,-0.02300181002,0.00833988974,-0.00346296102,1.69974984012,0.68528391223,1.70935230748,0.824311600948,4.13693406734,1.859174388,7.131282859,2.12154832,-6.75809006363,-1.417742131,-4.18120694,-2.390731583,0
43,walking,ADL,10.1309141492,-1.06424302106,-9.82051836896,0.135257651176,2.2785209545,1.31733745085,2.29690802086,1.82298233704,17.3904046033,2.28476816,-4.158427898,3.464199486,4.80664551613,-3.461943328,-17.23712862,-3.275687722,-0.0169032591315,-0.07221759248,0.01277756922,0.0097547831,1.58386916952,0.758155234989,1.62415085095,0.778898325225,4.37863158602,1.679545811,5.731084067,1.281161222,-5.36329229088,-1.686043385,-4.46085245,-2.624185354,0
44,walking,ADL,10.0936624655,-1.11246366792,-9.73546648847,0.16849950302,2.53479919317,1.47669902654,2.50873455712,1.97593003798,18.8862698349,2.345862748,-4.141084945,3.770838597,4.82314043315,-3.741078862,-18.78698861,-5.571685639,-0.0195315509446,-0.06928397766,0.019019053,-0.00895910928,1.83350930199,0.979151981643,1.81882936806,0.975537104536,4.58247627704,2.765269235,5.340381204,3.257896504,-5.25431632206,-2.212326477,-4.575537857,-2.898406636,0
45,walking,ADL,10.1022557294,-0.976190734529,-9.85518349765,-0.0886367509412,1.8691694095,1.18357145778,1.80154630066,1.70203129334,16.0693432061,3.496604876,-5.724507358,3.209626262,6.06233932359,-3.481639044,-15.94135386,-3.149502718,-0.0148789648214,-0.09204143746,0.0005919872,0.0284974196,1.24059649924,0.866601056868,1.23523566265,0.658303372483,2.88588532305,1.500635805,4.439779847,1.739430722,-4.07389633997,-3.259334379,-2.97879067,-2.119903574,0
46,walking,ADL,10.1123339506,-1.10574403175,-9.82732608159,-0.231465534098,2.39102016625,1.33513350413,2.35329271521,1.70036981076,17.4431124337,2.630634897,-3.94930627,3.048473087,4.4417762041,-4.23592253,-17.4002928,-4.081034939,0.0026489592029,-0.09261491532,-0.00694677538,0.00954409284,1.6636960951,0.824697699536,1.6802264707,0.651088593073,4.66107748359,1.803927667,5.80191077,1.173236674,-5.80453478797,-2.23993697,-4.95596585,-1.802457982,0
47,walking,ADL,10.0926959931,-1.02500535025,-9.82330413837,-0.262494662216,2.29057027839,1.25394972769,2.27087578201,1.68761003728,18.3983080328,2.40927608,-4.522339444,3.013809903,4.9899207665,-4.23438799,-18.3138823,-3.577058863,0.0025522850257,-0.08662773972,-0.00503960962,0.00643005792,1.59394687201,0.72539140261,1.61754570623,0.601027699001,3.73590547359,1.448670631,5.184235768,1.223807459,-5.18168266236,-2.220827567,-3.89705077,-1.300207126,0
48,walking,ADL,10.1311890846,-1.14937938224,-9.83272244922,-0.242290534059,2.21124192492,1.25487211182,2.17557352381,1.80336524058,16.4047457888,1.821308301,-4.841224088,3.186181824,5.17200533843,-3.730830332,-16.29860191,-4.030100715,-0.0057899643602,-0.06962280624,0.0020764191,0.02250842844,1.43321912758,0.740227192983,1.44222538659,0.722923643655,3.69537880894,2.115181744,4.864138827,1.856642478,-4.8202217074,-1.751482133,-3.9536653,-1.845889023,0
49,walking,ADL,10.1049038369,-1.05209491118,-9.8312185909,-0.209135528157,2.41480307995,1.48698818427,2.34703801101,1.58216479965,17.0779642662,3.470776106,-4.334145462,3.036804012,4.51716422439,-4.158191129,-17.00452146,-4.354918541,-0.0346181980129,-0.08679420224,0.0252567528,-0.02006007192,1.62848846332,0.894490520097,1.62096086,0.735545719439,4.49037181412,1.892319031,4.93184217,1.668370218,-4.98895227047,-2.410632883,-4.63453716,-2.099845112,0
50,walking,ADL,10.0707238411,-1.10114172122,-9.84438570327,-0.0360658915098,2.3154975405,1.08991599743,2.25921988584,1.55857215261,16.7795577987,1.253934216,-4.292249931,2.972045337,4.37660640008,-3.693613133,-16.68064619,-4.021643639,0.00809054549609,-0.04864916826,-0.00834707434,0.0001648072,1.49407740944,0.679740168751,1.47937820341,0.673348534896,3.67172369909,2.026446522,4.866864174,1.487261421,-4.7929944522,-1.642303842,-3.985388496,-1.738087353,0
51,walking,ADL,10.039599829,-1.07930922133,-9.78975901259,-0.0193871662549,1.92446174635,1.09660655608,1.86657343801,1.69752396077,16.3167112913,1.193446146,-5.944948702,3.291966417,6.3279314629,-3.740339694,-16.18425374,-4.172211444,-0.0101260607792,-0.03540554486,0.0078146156,-0.03164533588,1.18722705376,0.736134629921,1.18636510858,0.71363691574,2.92771808621,1.951637232,3.96012489,1.92388241,-3.71290869562,-2.079894277,-3.2267675,-2.004447217,0
52,walking,ADL,10.1003965356,-1.13558942047,-9.80114754443,-0.227177250647,2.42521570602,1.28256108568,2.43571605751,1.73511573303,18.0652180105,1.772382956,-4.044381611,2.961317628,4.6463557459,-3.490462209,-18.02060369,-4.908766693,0.00437725542223,-0.04194721818,-0.00374901244,-0.0130668407,1.66366600231,0.793063651162,1.6763489899,0.739679894383,4.09442156855,2.459734008,5.281165242,2.131648462,-5.26890137565,-1.737640851,-4.619083986,-1.782711154,0
53,walking,ADL,10.1944658788,-0.91443531149,-9.85271738702,0.128696328118,1.98637600486,1.53187780263,1.89292125396,2.03327221941,16.1627315778,2.852977242,-5.768750615,5.412734796,5.96201482227,-3.991348814,-15.9714698,-2.726234991,-0.0389990578261,-0.05961556316,0.03435268672,-0.05741689838,1.2653513547,0.725167965408,1.28204984886,1.04419887186,2.41708984341,1.587279414,5.45669698,2.135675319,-5.49363040247,-2.030428112,-2.606297365,-4.028024887,0
54,walking,ADL,10.1030993843,-1.09630880302,-9.80122018031,-0.115153786353,1.98917121207,1.26948206404,1.9290245101,1.87443312337,16.2042982889,2.655564718,-5.918475639,3.664164263,6.39238611252,-4.438266903,-16.07785909,-3.85665085,-0.00109310954797,-0.08699625732,-0.00634175652,0.02682722304,1.27881328443,0.819079116558,1.26636497573,0.690770961624,3.3800824462,2.069187592,4.09875913,2.047423321,-4.0777563547,-2.363537963,-3.44884925,-1.638533159,0
55,walking,ADL,10.1654589287,-1.08632594563,-9.81374710145,0.0336072750196,1.57863812306,1.37869859627,1.54971954329,2.03770978868,16.0979183257,2.464530461,-6.527146601,3.960116077,7.01359063032,-3.115292862,-15.74902886,-3.659375716,0.00212766282894,-0.05079314662,-0.0012587882,0.01833567206,1.0706533215,0.691328211032,1.0794461203,0.752654996558,2.90177444188,1.651567969,3.86831653,1.614882646,-3.68275084623,-1.643746391,-2.98416631,-3.305934544,0
56,walking,ADL,10.0532835091,-1.35946071539,-9.78685684471,-0.0974138864706,2.01405908669,1.07399064936,1.99185407843,1.55960935003,16.5506622512,1.202936242,-5.549014562,3.103756083,5.76727111933,-4.1468087,-16.46295779,-4.334249446,-0.000920983688518,-0.02380702832,-0.0001965516,0.01145930786,1.39530381069,0.715904151445,1.36166950938,0.772918624522,4.0283145485,1.777764267,4.589339517,2.46219058,-4.57748663116,-1.380049288,-4.01986705,-2.008849093,0
